acta,producto,muestra,clasificacion,articulos,rotulado_frontal,marca,fecha_de_analisis,habilitacion_de_producto,vencimiento,lote,contenido_neto
127319,GALLETITAS CRACKER,773328,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen VI Título II Art. D974.2 y Resolución 4054/018 Art. 10. El registro del producto está vencida.,En condiciones,NATURALMENTE GRANIX,2024-03-13,556/331,24-04-02,03/ABR/2024 01:00M,135 g
127319,GALLETITAS SALADAS CON ESPINACA,773326,Fuera de las condiciones reglamentarias,Decreto 117/006 Resolución GMC 26/03 Art. 6.4.1. No presenta número de registro. el que figura en el rótulo correspond a otro producto.,En condiciones,PASEO,2024-03-13,2877/373,24-08-10,15123 19:43 (87A),150 g
127447,BEBIDA ANALCOHOLICA REDUCIDA EN AZÚCARES GASIFICADA SABOR COLA,773323,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,NIX,2024-03-12,18280/208,24-05-14,L015C,2 L
127447,BEBIDA SABOR COLA,773322,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen VI Título II Art. D74. Producto no registrado en el SRA.,En condiciones,NIX,2024-03-12,No posee registro,24-05-15,L016CC,2 L
127318,Bebida analcohólica gasificada dietética sabor Cola,773312,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,TA-TA,2024-03-11,18138/276,2024-06-27,T2612 13:24,2L
127318,BEBIDA SIN ALCOHOL DIETETICA GASIFICADA CON EXTRACTOS VEGETALES,773314,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,COCA - COLA,2024-03-11,485/477,2024-05-24,CS624FEB241633PCR,1.5 L
127318,Bebida analcohólica gasificada con extractos vegetales sabor cola,773313,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,TA-TA,2024-03-11,18138/211,2024-07-30,T2901 09:20,600 mL
127318,BEBIDA SIN ALCOHOL GASIFICADA DE EXTRACTOS VEGETALES,773315,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,COCA - COLA,2024-03-11,485/3130,24-07-29,CC20102413,354 mL
127316,HUEVO DE CHOCOLATE BLANCO AROMATIZADO CON VAINILLINA. RELLENO CON CHOCOLATE CON LECHE CONFITADO Y HUEVITO DE CHOCOLATE CON LECHE RELLENO CON MANÍ Y CEREAL CROCANTE.,773307,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,BON O BON,2024-03-08,1409/8476,2025-07-31,SL DV3 262 N5T3,110 g
127316,HUEVO DE BAÑO DE REPOSTERÍA CON LECHE Y BAÑO DE REPOSTERÍA CON LECHE CONFITADO RELLENO CON BAÑO DE REPOSTERÍA CON LECHE CONFITADO,773306,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,ROCKLETS,2024-03-08,1409/8049,2024-09-30,LBP 240233,220 g
127316,CHOCOLATE CON LECHE,773310,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,SIN  MARCA,2024-03-08,23893/923,2025-10-31,546273,125 g
127316,CHOCOLATE CON LECHE AROMATIZADO CON VAINILLINA. RELLENO CON  CHOCOLATE CON LECHE CONFITADO.,773309,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,BON O BON,2024-03-08,1409/8268,2025-07-31,C2 3 346 T1,110 g
127316,HUEVO DE CHOCOLATE CON LECHE CON MANI CON AROMATIZANTE IDENTICO AL NATURAL VAINILLINA,773305,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,SHOT,2024-03-08,6828/1666,2024-06-30,CC 34023221 D6 11:51,210g
127316,HUEVO DE CHOCOLATE AMARGO,773304,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,ARCOR INSPIRATION,2024-03-08,1409/8497,2024-09-30,LBP 233522,190 g
127317,AGUA MINERAL NATURAL SIN GAS,773311,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,SALUS,2024-03-08,10748/12,2024-06-30,060324 11 24,20 Litros
127316,HUEVO DE SIMIL CHOCOLATE BLANCO CON TROCITOS DE GALLETITAS SABOR CACAO,773303,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,MILKA,2024-03-08,6828/1353,2024-06-30,C35123222 D7 22:38,156 g
127316,HUEVO DE CHOCOLATE CON LECHE AROMATIZADO CON VAINILLINA RELLENO CON HUEVITOS DE CHOCOLATE CON LECHE CON RELLENO MANI Y CEREAL CROCANTE. Y CHOCOLATE CON LECHE CONFITADO.,773308,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,BON O BON,2024-03-08,1409/8474,2025-07-03,3LDV 3 300 NST3,210 g
127315,GALLETITAS,773300,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,ARCOR,2024-03-07,1409/7458,2024-06-15,M34322,105g
127315,GALLETITAS,773297,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,LIA,2024-03-07,1409/7454,2024-05-24,M33 300 22:56,315g
127315,GALLETITAS SALADAS,773299,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,MAZZEI,2024-03-07,22655/84,2024-11-22,LOT: 22/11/23,110g
127315,GALLETITAS CON HARINA INTEGRAL,773298,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CEREALITAS,2024-03-07,6828/1774,2024-05-30,L 33223 M4EM,636g
127315,Galletitas saladas sabor manteca,773302,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,SALKIM,2024-03-07,18211/1253,2024-09-08,0811233,90g
127315,Galletitas Saladas sabor Pizza,773301,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,SALKIM,2024-03-07,18211/1251,2024-10-06,0612233,90g
127314,HARINA DE TRIGO TIPO 00 FORTIFICADA CON HIERRO Y ÁCIDO FÓLICO SEGUN DECRETO 130/006,773285,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,VILLA BLANCA,2024-03-06,32321/5,2024-08-21,21/02/2024,1 kg
127314,HARINA DE TRIGO 0000 ENRIQUECIDA CON HIERRO Y ÁCIDO FÓLICO,773286,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,ADRIA,2024-03-06,3052/23,2024-08-16,H 09:57:06,1 kg
127314,Harina de trigo fortificada tipo 00 fortificada con hierro y ácido fólico,773284,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,MAXI HARINA,2024-03-06,673/46,2024-07-09,L09012024 10,1 kg
127314,HARINA DE TRIGO TIPO (0000) FORTIFICADA CON HIERRO Y ÁCIDO FÓLICO,773289,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,COLOLO,2024-03-06,6227/110,2024-09-11,L11012024 9,1 kg
127314,Harina de trigo fortificada con hierro y acido fólico tipo 0000,773290,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,PURITAS,2024-03-06,1403/1011,2024-09-30,0923,1 kg
127314,HARINA FORTIFICADA CON HIERRO Y ÁCIDO FÓLICO TIPO 00,773287,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,LAS ACACIAS,2024-03-06,736/152,2024-10-20,102023 C,1 kg
127314,Harina leudante fortificada con hierro y ácido fólico,773288,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,TA-TA,2024-03-06,18138/420,2024-06-26,2608,1 kg
127517,Bebida sin alcohol dietética de extractos vegetales bajas caloría,773283,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,PEPSI,2024-03-05,1987/262,2024-06-02,U4034L21116,500mL
127517,BEBIDA SIN ALCOHOL GASIFICADA DE EXTRACTOS VEGETALES,773279,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,COCA - COLA,2024-03-05,485/41,2024-04-19,CS519FEB240118,600mL
127517,bebida sin alcohol gasificada de extractos vegetales. 33% reducido en calorías,773281,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,PEPSI,2024-03-05,1987/348,2024-06-04,U4036L20106,500mL
127517,BEBIDA SIN ALCOHOL DIETÉTICA GASIFICADA DE EXTRACTOS VEGETALES CON SABOR FRUTAL.... ....,773280,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,COCA - COLA,2024-03-05,485/270,2024-04-21,CS521FEB241830PCR,600mL
127517,BEBIDA SIN ALCOHOL DIETETICA GASIFICADA DE EXTRACTOS VEGETALES,773278,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,COCA - COLA LIGHT,2024-03-05,485/4325,2024-04-17,CS517FEB24173PCR,600mL
127517,bebida sin alcohol dietética gasificada de extractos vegetales.,773282,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,PEPSI LIGHT,2024-03-05,1987/60,2024-06-05,U4037L21139,500mL
127513,Simil chocolate semiamargo,773270,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,NESTLE,2024-03-01,49/1329,2024-04-03,L:30939265C5 16:03,80 g
127513,CHOCOLATE BLANCO CON CEREALES CROCANTES Y PASAS,773275,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,GAROTO,2024-03-01,164/1063,2024-05-06,P:06/05/2023 L:312612943 1 20:,85 g
127513,CHOCOLATE AMARGO,773276,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CEMOI,2024-03-01,No posee registro,2024-09-30,L3089 03:30 B,100 g
127513,CHOCOLATE CON LECHE,773274,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,LINDT,2024-03-01,11913/1961,2024-12-03,1643 04/09/2023,100 g
127513,CHOCOLATE CON LECHE CON CASTAÑAS DE CAJU Y PASAS DE UVA,773269,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,GAROTO,2024-03-01,164/2406,2024-08-05,L321712941G 2 00:27,80 g
127513,CHOCOLATE PARA TAZA. LIBRE DE GLUTEN,773273,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,HAAS,2024-03-01,665/70,2025-02-28,230830,120 g
127513,CHOCOLATE CON LECHE RELLENO CON DULCE DE LECHE,773277,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,MILKA,2024-03-01,6828/962,2024-08-28,08:11 L3321236 28/08/24,135 g
127513,Tableta de simil chocolate con leche y simil chocolate semi amargo,773271,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,NESTLE,2024-03-01,49/1322,2024-05-30,L315012943 G1 12:07,85 g
127513,CHOCOLATE CON LECHE SIN AZÚCARES AGREGADOS CON ALMENDRAS,773272,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,HAAS,2024-03-01,665/203,2024-11-30,231128,150 g
127512,Yogur endulzado entero con preparado de frutilla. libre de gluten,773266,Fuera de las condiciones reglamentarias,Decreto 117&006 Resolución GMC 26/03 Art. 6.4.1. El número de registro que figura en el rótulo no es el correspondiente al producto.,En condiciones,YOGURISIMO,2024-02-29,19271/1165,2024-03-06,026  13:54,460 g
127512,Yogur con probióticos dietético descremado sin lactosa adicionado con vitaminas A. B12. D. E y ácido fólico con preparado de multifruta libre de gluten.,773267,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,SER,2024-02-29,19271/1257,2024-03-20,E180371153,190 g/ 180 ml
127512,YOGUR ENDULZADO SABOR NATURAL PARCIALMENTE DESCREMADO. LIBRE DE GLUTEN,773268,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,COLONIAL,2024-02-29,22654/23,2024-03-30,B-15-0111-27,1 Kg
127512,YOGUR BATIDO DESCREMADO REDUCIDO EN CALORIAS ADICIONADO DE VITAMINAS A. D3 Y E SABOR FRUTILLA,773264,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen VI Título II Art. D974.2 y Resolución 4054/18 Art. 10. La habilitación del producto está vencida.,En condiciones,CONAPROLE,2024-02-29,1395/532,2024-02-29,240319E1 T05,200 g
127512,Yogur integral endulzado sabor natural,773263,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CONAPROLE,2024-02-29,1395/955,2024-04-03,240403Y3  A  19:46,500 g
127512,Yogur endulzado parcialmente descremado sabor natural. libre de gluten,773265,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,YOGURISIMO,2024-02-29,19271/704,2024-03-29,044   11:53,1.2 Kg
127509,Helado de agua con pulpa de frutilla. de mango y de durazno,773257,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen VI Título II Art. D974.2 y Resolución 4054/018 Art. 10. La habilitación del producto está vencida.,En condiciones,CONAPROLE,2024-02-28,1395/878,2025-11-01,251101P 18:06:46,1kg/2L
127509,HELADO DE AGUA SABOR FRUTILLA,773261,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CRUFI,2024-02-28,1712/2,2025-12-31,29  14:41,60 g
127509,HELADO DE AGUA SABOR LIMON,773259,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CRUFI,2024-02-28,1712/3,2025-12-31,20 11:44,60 g
127509,Helado de agua sabor naranja,773258,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,LEKKER,2024-02-28,23957/517,2025-06-16,20230616,53 g
127509,HELADO DE AGUA SABOR NARANJA,773260,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CRUFI,2024-02-28,1712/1,2025-11-30,02  11:32,60 g
127509,HELADO CON PULPA DE FRUTILLA,773262,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CONAPROLE,2024-02-28,1395/623,2024-02-26,251226 S,56 g
127506,BEBIDA SIN ALCOHOL DIETETICA CON 5% DE JUGO DE LIMON SABOR MANZANA,773254,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,VITALE,2024-02-26,485/244,2024-07-02,CS604ENE240410PCR,625mL
127506,Bebida sin alcohol de bajas calorías sabor pomelo con gas. Sin azúcares,773256,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,SALUS,2024-02-26,10748/147,2024-05-30,603C40114301,1.5 L
127506,BEBIDA SIN ALCOHOL GASIFICADA SABOR NARANJA,773253,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,FANTA,2024-02-26,485/44,2024-05-13,CS513FEB24 0057PCR,500mL
127506,BEBIDA SIN ALCOHOL DIETETICA GASIFICADA CON 5% JUGO DE LIMON ADICIONADA CON VITAMINAS B3. B5 Y B6 SABOR CITRUS,773252,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,H2OH! 7 UP,2024-02-26,1987/102,2024-04-06,U3342L20303,1.5L
127506,Bebida analcóholica dietética gasificada de bajas calorías con 5% de jugo de limón sabor lima limón,773251,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,7 UP,2024-02-26,1987/54,2024-04-07,U3343L21202,1.5L
127506,Bebida analcoholica hipoglucidica sabor limón y frutilla,773255,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,SALUS,2024-02-26,10748/133,2024-07-30,60801242149911,600mL
127503,CHOCOLATE SEMIAMARGO LIBRE DE GLUTEN.,773243,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,AGUILA,2024-02-23,1409/6311,2024-11-16,L 16/11/24 CC 3228 1M,100 g
127503,CHOCOLATE NEGRO SIN GLUTEN,773248,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,ANTIU XIXONA,2024-02-23,4817/1176,2025-01-31,18431 6,100g
127503,CHOCOLATE CON LECHE,773247,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,GAROTO,2024-02-23,164/1054,2024-05-08,L3128 1294G 12:55,80 g
127503,CHOCOLATE CON LECHE SIN AZÚCARES AGREGADOS. LIBRE DE GLUTEN,773245,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen VI Título II Art. D974.2 y Resolución 4054/18 Art. 10. El registro del producto está vencido desde el 13/01/2022.,En condiciones,HAAS,2024-02-23,665/178,2024-05-31,231124,150 g
127503,SIMIL CHOCOLATE CON LECHE,773246,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,NESTLE,2024-02-23,49/1330,2024-03-06,L3659265C 4 02:30,80 g
127503,CHOCOLATE CON LECHE CON ALMENDRAS,773244,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,COFLER,2024-02-23,1409/1893,2024-05-06,L06/05/2024 CC 3187 23:55,140 g
127500,BEBIDA SIN ALCOHOL DIETETICA CON 5%DE JUGO DE LIMON SABOR LIMON.,773237,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,VITALE,2024-02-22,485/246,,Parcialmente legible,625 mL
127500,BEBIDA SIN ALCOHOL CON 10% DE JUGO DE NARANJA,773233,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,AQUARIUS,2024-02-22,485/196,2024-07-16,CS716ENE240327PCR,1.5L
127501,AGUA MINERAL NATURAL,773240,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,NATIVA SPORT,2024-02-22,18280/30,2024-08-11,L315H014839,1 L
127500,Bebida analcohólica gasificada dietética sabor lima limón con 5% de jugo de limón,773235,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,TA-TA,2024-02-22,18138/277,2024-07-23,lot 23 01 14:25,2L
127500,BEBIDA SIN ALCOHOL REDUCIDA EN CALORÍAS GASIFICADA SABOR MANDARINA,773234,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,NIX,2024-02-22,18280/212,2024-05-12,13:16L012M,2L
127500,BEBIDA SIN ALCOHOL DIETÉTICA CON SABOR A MANZANA ADICIONADA CON VITAMINAS A Y B1,773236,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CEPITA DEL VALLE,2024-02-22,485/230,2024-07-15,CS717ENE24 06:37,995mL
127501,Agua Mineral Natural Sin Gas,773239,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,TA-TA,2024-02-22,18138/45,2024-05-02,L23305 08:29,600 mL
127500,BEBIDA SIN ALCOHOL DIETETICA GASIFICADA SABOR A POMELO,773238,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,SCHWEPPES,2024-02-22,485/169,2024-05-10,CS510FEB24180PCR,500mL
127493,Leche fermentada dietética parcialmente descremada sin lactosa con preparado multifruta edulcorado adicionado con zinc y vitaminas B6. C y D libre de gluten.,773228,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,LA SERENISIMA,2024-02-21,19271/477,2024-03-18,E110372351,100 g
127494,AGUA MINERAL NATURAL GASIFICADA,773225,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,ESENCIAL,2024-02-21,19726/7,2024-07-10,10/01/24 11:53,2 L
127494,Agua mineralizada,773224,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,NESTLE,2024-02-21,49/1603,2024-06-27,L317931522 17:02,6.30 L
127494,AGUA MINERAL SIN GAS.,773226,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,ESENCIAL,2024-02-21,19726/2,2024-07-06,06/12/2023 09:56,2 L
127495,Helado de fruta ananá.,773231,Fuera de las condiciones reglamentarias,Decreto 117/006 Resolución GMC 26/03 Art. 6.4.1. En el envase secundario no presenta número de registro. Art. 6.6.1 d) En el envase secundario la fecha de vencimiento figura en etiqueta. Digesto Departamental Volumen VI Título II Art. D974.3. El producto no se comercializa de acuerdo a lo declarado en IgDoc.,En condiciones,LEKKER,2024-02-21,23957/524,2025-02-13,20230213,4 unid. 75g c/u
127494,Agua mineral,773223,Fuera de las condiciones reglamentarias,Decreto 117/006 Resolución GMC 26/03 Art. 5. En el rótulo no figuran los datos del importador ni número de registro del producto. Art. 6.1. La denominación de venta no cumple con lo establecido en la normativa (Capítulo 25 del Decreto 315/994),En condiciones,VILLA DEL SUR EN CASA,2024-02-21,10748/150,2024-07-05,LB5 192 04:21,6.2 L
127502,YOGUR ENDULZADO SABOR A FRUTILLA PARCIALMENTE DESCREMADO,773241,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen VI Título II Art. D974.2 y Resolución 4054/18 Art. 10. El registro del producto está vencido.,En condiciones,COLONIAL,2024-02-21,22654/20,2024-04-28,P-13-0216-47,1 Kg
127495,HELADO DE AGUA SABOR LIMON,773232,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CRUFI,2024-02-21,1712/61,2025-09-30,15 06:54,500g/1L
127493,Leche fermentada entera con probióticos y preparado de ciruela.,773227,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,ACTIVIA,2024-02-21,19271/877,2024-03-25,F 02 02 24 25 03 24 D34,340 g
127493,LECHE FERMENTADA ENDULZADA PARCIALMENTE DESCREMADA SIN LACTOSA CON PREPARADO DE MANZANA Y FRUTILLA ADICIONADA CON ZINC Y VITAMINAS B6. C. D Y LIBRE DE GLUTEN,773230,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen VI Título II Art. D974. El producto no está registrado en el SRA.,En condiciones,LA SERENISIMA,2024-02-21,No posee registro,2024-03-11,E 160320219,100 g
127502,Yogur endulzado. saborizado y parcialmente descremado con duraznos. Sin gluten,773242,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CALCAR,2024-02-21,18357/52,2024-03-03,(C1) 13:02 L:05,1 L
127493,Leche fermentada parcialmente descremada adicionada de vitamina C. Libre de gluten.,773229,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,ACTIMEL,2024-02-21,19271/949,2024-03-18,E R D,100 g
127492,HELADO DE AGUA SABOR NARANJA,773222,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen VI Título II Art. D974.2 y Resolución 4054/18 Art. 10. La habilitación del producto está vencida.,En condiciones,CONAPROLE,2024-02-20,1395/50,2025-01-04,260104,58 g
127492,HELADO DE FRUTILLA AL AGUA,773220,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen VI Título II Art. D974.2 y Resolución 4054/18 Art. 10. La habilitación del producto está vencida.,En condiciones,LA CIGALE,2024-02-20,2440/89,2025-01-08,1113,800ml/580g
127492,HELADO DE AGUA MIXTO SABOR FRUTILLA Y SABOR NARANJA -DOBLE SABOR-.,773221,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CONAPROLE,2024-02-20,1395/618,2025-09-14,250914 S 7:21,58 g
127492,Helado de agua con preparado de limon,773219,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen VI Título II Art. D974.2 y Resolución 4054/018 Art. 10. La habilitación del producto está vencida.,En condiciones,CONAPROLE,2024-02-20,1395/983,2024-11-09,241109 P,1kg/2L
127486,CHOCOLATE CON LECHE CON CHOCOLATE CON LECHE  CONFITADO,773215,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,COFLER,2024-02-16,1409/4301,2024-05-15,cc 3046 11:10,100 g
127486,CHOCOLATE AMARGO,773212,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CEMOI,2024-02-16,4463/2743,2024-09-30,L 3081 3 A,100g
127486,CHOCOLATE CON LECHE CON ALMENDRAS LIBRE DE GLUTEN - SIN TACC,773214,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CADBURY,2024-02-16,6828/1432,2024-07-20,LPV23 202,82 g
127486,CHOCOLATE CON LECHE,773218,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,GAROTO,2024-02-16,164/2400,2024-04-24,L3114 129446,150 g
127486,CHOCOLATE SEMIAMARGO CON RELLENO SABOR NARANJA,773213,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,LINDT,2024-02-16,11913/1970,2024-03-13,L 3893,100 g
127486,CHOCOLATE CON LECHE CON ALMENDRAS,773217,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,MILKA,2024-02-16,6828/470,2024-04-09,CC19523192,155 g
127486,SIMIL CHOCOLATE CON LECHE,773216,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,NESTLE,2024-02-16,49/1323,2024-06-05,L31569265C 6,85 g
127486,CHOCOLATE CON LECHE CON ALMENDRAS SIN AZÚCARES AGREGADOS. LIBRE DE GLUTEN,773211,Fuera de las condiciones reglamentarias,Digesto DEpartamental Volumen VI Título II Art. D974.2 y Resolución 4054/18 Art. 10. La  habilitación del producto está vencida.,En condiciones,HAAS,2024-02-16,665/179,2024-08-31,230724,100g
127482,AGUA MINERAL NATURAL CON GAS,773208,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,NATIVA,2024-02-15,18280/2,2024-07-29,12:29 L0031,1L
127482,AGUA MINERAL NATURAL LEVEMENTE GASIFICADA,773209,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,NATIVA,2024-02-15,18280/11,2025-01-17,L017K134275,1.65L
127482,AGUA MINERAL NATURAL,773206,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,ACQUA PANNA,2024-02-15,8529/112,2025-11-20,L3140087703,550mL
127482,AGUA MINERAL NATURAL GASIFICADA,773205,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,SANPELLEGRINO,2024-02-15,8529/111,2025-08-23,l3054087024,750mL
127482,AGUA MINERAL NATURAL SIN GAS,773210,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,NATIVA,2024-02-15,18280/1,2024-07-11,L2846029106,1L
127482,AGUA MINERAL SIN GAS,773207,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,EVIAN,2024-02-15,10748/105,2024-11-29,LPROD291122 12:27,1L
127481,BEBIDA ANALCOHOLICA DIETETICA GASIFICADA SABOR POMELO,773200,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,PASO DE LOS TOROS,2024-02-14,1987/85,2024-04-11,U3347L20949,1.5L
127481,BEBIDA ANALCOHOLICA GASIFICADA SABOR GUARANA,773201,Fuera de las condiciones reglamentarias,Decreto 117/006 Resolución GMC 6.5.1. y 6.6.1. Lote y fecha de vencimiento parcialmente legibles.,En condiciones,LIMOL,2024-02-14,1793/5,,,2L
